"","date","pref","avg_temp","avg_rain"
"181",2019-01-29,"Gunma",4.1,0
"182",2019-01-29,"Ibaraki",4.23333333333333,0
"183",2019-01-29,"Nagano",-0.375,0.375
"184",2019-01-29,"Shizuoka",6.4,0
"185",2019-01-29,"Tochigi",4.1,0
"186",2019-01-29,"Yamanashi",2.7,0
"187",2019-01-30,"Gunma",3.55,0
"188",2019-01-30,"Ibaraki",3.23333333333333,0
"189",2019-01-30,"Nagano",-0.25,0
"190",2019-01-30,"Shizuoka",6.5,0
"191",2019-01-30,"Tochigi",2.65,0
"192",2019-01-30,"Yamanashi",1.05,0
"193",2019-01-31,"Gunma",5.15,0
"194",2019-01-31,"Ibaraki",4.36666666666667,10.3333333333333
"195",2019-01-31,"Nagano",0.225,2.5
"196",2019-01-31,"Shizuoka",6.33333333333333,13.3333333333333
"197",2019-01-31,"Tochigi",3.45,6
"198",2019-01-31,"Yamanashi",1.7,9.25
"199",2019-02-01,"Gunma",2.95,0
"200",2019-02-01,"Ibaraki",2.56666666666667,0.166666666666667
"201",2019-02-01,"Nagano",-2.2,0
"202",2019-02-01,"Shizuoka",5.7,0
"203",2019-02-01,"Tochigi",2.45,0
"204",2019-02-01,"Yamanashi",0.45,0
"205",2019-02-02,"Gunma",5.9,0
"206",2019-02-02,"Ibaraki",4.9,0
"207",2019-02-02,"Nagano",-0.2,0
"208",2019-02-02,"Shizuoka",6.16666666666667,0
"209",2019-02-02,"Tochigi",4.75,0
"210",2019-02-02,"Yamanashi",2.1,0
"211",2019-02-03,"Gunma",6.9,0
"212",2019-02-03,"Ibaraki",7.03333333333333,0
"213",2019-02-03,"Nagano",2.55,4.125
"214",2019-02-03,"Shizuoka",8.5,10.6666666666667
"215",2019-02-03,"Tochigi",6.35,0
"216",2019-02-03,"Yamanashi",3.55,0
"217",2019-02-04,"Gunma",9.05,0
"218",2019-02-04,"Ibaraki",10.6333333333333,0
"219",2019-02-04,"Nagano",6.675,5.25
"220",2019-02-04,"Shizuoka",13.7,10.6666666666667
"221",2019-02-04,"Tochigi",8.85,0
"222",2019-02-04,"Yamanashi",9.15,4.5
"223",2019-02-05,"Gunma",5.75,0
"224",2019-02-05,"Ibaraki",5.66666666666667,0
"225",2019-02-05,"Nagano",2.525,0
"226",2019-02-05,"Shizuoka",8.66666666666667,0
"227",2019-02-05,"Tochigi",5.05,0
"228",2019-02-05,"Yamanashi",3.25,0
"229",2019-02-06,"Gunma",6.25,0
"230",2019-02-06,"Ibaraki",6.76666666666667,4.66666666666667
"231",2019-02-06,"Nagano",1.775,0.25
"232",2019-02-06,"Shizuoka",8.23333333333333,3.83333333333333
"233",2019-02-06,"Tochigi",5.75,0
"234",2019-02-06,"Yamanashi",2.2,0
"235",2019-02-07,"Gunma",8.95,0
"236",2019-02-07,"Ibaraki",7.63333333333333,0
"237",2019-02-07,"Nagano",4.075,0
"238",2019-02-07,"Shizuoka",11.2333333333333,0
"239",2019-02-07,"Tochigi",6.85,0
"240",2019-02-07,"Yamanashi",6.05,0
"241",2019-02-08,"Gunma",3.4,0
"242",2019-02-08,"Ibaraki",3.66666666666667,0
"243",2019-02-08,"Nagano",-0.175,0
"244",2019-02-08,"Shizuoka",8.9,0
"245",2019-02-08,"Tochigi",3.6,0
"246",2019-02-08,"Yamanashi",3.6,0
"247",2019-02-09,"Gunma",1.15,0
"248",2019-02-09,"Ibaraki",0.2,1.5
"249",2019-02-09,"Nagano",-1.925,0.5
"250",2019-02-09,"Shizuoka",6.7,0
"251",2019-02-09,"Tochigi",-0.2,1
"252",2019-02-09,"Yamanashi",1.3,0
"253",2019-02-10,"Gunma",2.05,0
"254",2019-02-10,"Ibaraki",1.66666666666667,0.166666666666667
"255",2019-02-10,"Nagano",-1.725,0.125
"256",2019-02-10,"Shizuoka",5.83333333333333,0.166666666666667
"257",2019-02-10,"Tochigi",0.7,0
"258",2019-02-10,"Yamanashi",1.45,0
"259",2019-02-11,"Gunma",2.2,0
"260",2019-02-11,"Ibaraki",1.83333333333333,0.166666666666667
"261",2019-02-11,"Nagano",0.25,0
"262",2019-02-11,"Shizuoka",6.73333333333333,0
"263",2019-02-11,"Tochigi",1.25,0
"264",2019-02-11,"Yamanashi",1.7,0
"265",2019-02-12,"Gunma",4.45,0
"266",2019-02-12,"Ibaraki",4.3,0
"267",2019-02-12,"Nagano",0.625,0
"268",2019-02-12,"Shizuoka",6.96666666666667,0
"269",2019-02-12,"Tochigi",3.15,0
"270",2019-02-12,"Yamanashi",4,0
"271",2019-02-13,"Gunma",3.9,0
"272",2019-02-13,"Ibaraki",3.1,0
"273",2019-02-13,"Nagano",-0.725,0
"274",2019-02-13,"Shizuoka",7.43333333333333,0
"275",2019-02-13,"Tochigi",3.2,0
"276",2019-02-13,"Yamanashi",2.35,0
"277",2019-02-14,"Gunma",2.6,0
"278",2019-02-14,"Ibaraki",2.93333333333333,0
"279",2019-02-14,"Nagano",-1.725,0
"280",2019-02-14,"Shizuoka",5.73333333333333,0
"281",2019-02-14,"Tochigi",2.55,0
"282",2019-02-14,"Yamanashi",0.8,0
"283",2019-02-15,"Gunma",1.55,0
"284",2019-02-15,"Ibaraki",1.36666666666667,0
"285",2019-02-15,"Nagano",0.2,0
"286",2019-02-15,"Shizuoka",6.53333333333333,0
"287",2019-02-15,"Tochigi",0.95,0
"288",2019-02-15,"Yamanashi",2.25,0
"289",2019-02-16,"Gunma",4.5,0
"290",2019-02-16,"Ibaraki",5.46666666666667,0
"291",2019-02-16,"Nagano",2.65,0
"292",2019-02-16,"Shizuoka",10.0333333333333,0
"293",2019-02-16,"Tochigi",4.95,0
"294",2019-02-16,"Yamanashi",5.05,0
"295",2019-02-17,"Gunma",4.75,0
"296",2019-02-17,"Ibaraki",5.13333333333333,0
"297",2019-02-17,"Nagano",0.2,0
"298",2019-02-17,"Shizuoka",7.83333333333333,0
"299",2019-02-17,"Tochigi",4.35,0
"300",2019-02-17,"Yamanashi",3.05,0
"301",2019-02-18,"Gunma",6.65,0
"302",2019-02-18,"Ibaraki",5.4,0
"303",2019-02-18,"Nagano",1.525,0
"304",2019-02-18,"Shizuoka",8.2,0
"305",2019-02-18,"Tochigi",5.05,0
"306",2019-02-18,"Yamanashi",3.2,0
"307",2019-02-19,"Gunma",7.2,1.25
"308",2019-02-19,"Ibaraki",7.83333333333333,3.16666666666667
"309",2019-02-19,"Nagano",4.4,10
"310",2019-02-19,"Shizuoka",9.3,15.8333333333333
"311",2019-02-19,"Tochigi",6.7,2.25
"312",2019-02-19,"Yamanashi",5.5,6.75
"313",2019-02-20,"Gunma",11.85,0
"314",2019-02-20,"Ibaraki",9.7,3.83333333333333
"315",2019-02-20,"Nagano",8.35,0
"316",2019-02-20,"Shizuoka",14.0666666666667,0
"317",2019-02-20,"Tochigi",9.65,9.75
"318",2019-02-20,"Yamanashi",10.25,0
"319",2019-02-21,"Gunma",8.45,0
"320",2019-02-21,"Ibaraki",8.23333333333333,0.5
"321",2019-02-21,"Nagano",3.975,0
"322",2019-02-21,"Shizuoka",10.7,0
"323",2019-02-21,"Tochigi",8,0
"324",2019-02-21,"Yamanashi",7.45,0
"325",2019-02-22,"Gunma",7.9,0
"326",2019-02-22,"Ibaraki",7.06666666666667,0
"327",2019-02-22,"Nagano",3.45,0
"328",2019-02-22,"Shizuoka",10.6333333333333,0
"329",2019-02-22,"Tochigi",6.85,0
"330",2019-02-22,"Yamanashi",6.5,0
"331",2019-02-23,"Gunma",7.3,0
"332",2019-02-23,"Ibaraki",7.1,0
"333",2019-02-23,"Nagano",3.075,0
"334",2019-02-23,"Shizuoka",10.6333333333333,0.166666666666667
"335",2019-02-23,"Tochigi",6.5,0
"336",2019-02-23,"Yamanashi",6.15,0
"337",2019-02-24,"Gunma",6.85,0
"338",2019-02-24,"Ibaraki",6.1,0
"339",2019-02-24,"Nagano",4.075,0
"340",2019-02-24,"Shizuoka",9.5,0.333333333333333
"341",2019-02-24,"Tochigi",5.5,0
"342",2019-02-24,"Yamanashi",5,0
"343",2019-02-25,"Gunma",9.8,0
"344",2019-02-25,"Ibaraki",10.5333333333333,0
"345",2019-02-25,"Nagano",6.925,0
"346",2019-02-25,"Shizuoka",12.5333333333333,3.33333333333333
"347",2019-02-25,"Tochigi",8.65,0
"348",2019-02-25,"Yamanashi",9.25,0
"349",2019-02-26,"Gunma",9.3,0
"350",2019-02-26,"Ibaraki",8.43333333333333,0
"351",2019-02-26,"Nagano",4.8,0
"352",2019-02-26,"Shizuoka",11.6666666666667,0
"353",2019-02-26,"Tochigi",8.55,0
"354",2019-02-26,"Yamanashi",7,0
"355",2019-02-27,"Gunma",5.9,0
"356",2019-02-27,"Ibaraki",6.5,1.83333333333333
"357",2019-02-27,"Nagano",2.975,0
"358",2019-02-27,"Shizuoka",10.4666666666667,0
"359",2019-02-27,"Tochigi",5.8,0
"360",2019-02-27,"Yamanashi",5.55,0
"361",2019-02-28,"Gunma",6.65,5.25
"362",2019-02-28,"Ibaraki",7.3,29.1666666666667
"363",2019-02-28,"Nagano",3.9,9
"364",2019-02-28,"Shizuoka",9.86666666666667,23.1666666666667
"365",2019-02-28,"Tochigi",6.45,17.75
"366",2019-02-28,"Yamanashi",5.5,21.25
"367",2019-03-01,"Gunma",9.45,1
"368",2019-03-01,"Ibaraki",8.1,1.33333333333333
"369",2019-03-01,"Nagano",6.2,0
"370",2019-03-01,"Shizuoka",10.9,0.666666666666667
"371",2019-03-01,"Tochigi",8.1,1.5
"372",2019-03-01,"Yamanashi",6.75,3.5
"373",2019-03-02,"Gunma",8.3,0
"374",2019-03-02,"Ibaraki",7.76666666666667,0
"375",2019-03-02,"Nagano",4.275,0
"376",2019-03-02,"Shizuoka",11,0
"377",2019-03-02,"Tochigi",6.85,0
"378",2019-03-02,"Yamanashi",6.25,0
"379",2019-03-03,"Gunma",5.65,6
"380",2019-03-03,"Ibaraki",6.2,6.66666666666667
"381",2019-03-03,"Nagano",4.65,1.25
"382",2019-03-03,"Shizuoka",9.93333333333333,7
"383",2019-03-03,"Tochigi",5.7,7.75
"384",2019-03-03,"Yamanashi",5.25,2.25
"385",2019-03-04,"Gunma",7.7,19.5
"386",2019-03-04,"Ibaraki",7.86666666666667,16.1666666666667
"387",2019-03-04,"Nagano",4.425,17.125
"388",2019-03-04,"Shizuoka",11,7.33333333333333
"389",2019-03-04,"Tochigi",7.05,21
"390",2019-03-04,"Yamanashi",6.25,12.5
"391",2019-03-05,"Gunma",10.45,0
"392",2019-03-05,"Ibaraki",8,0
"393",2019-03-05,"Nagano",6.2,0
"394",2019-03-05,"Shizuoka",11.2666666666667,3
"395",2019-03-05,"Tochigi",8.4,0
"396",2019-03-05,"Yamanashi",7.8,1
"397",2019-03-06,"Gunma",10.25,0.5
"398",2019-03-06,"Ibaraki",10.5333333333333,0.333333333333333
"399",2019-03-06,"Nagano",7.925,4.625
"400",2019-03-06,"Shizuoka",12.0666666666667,8.66666666666667
"401",2019-03-06,"Tochigi",10.15,0
"402",2019-03-06,"Yamanashi",8.95,4.75
"403",2019-03-07,"Gunma",8.7,5.5
"404",2019-03-07,"Ibaraki",8,12.8333333333333
"405",2019-03-07,"Nagano",4.675,7.375
"406",2019-03-07,"Shizuoka",11,9.83333333333333
"407",2019-03-07,"Tochigi",7.65,10.75
"408",2019-03-07,"Yamanashi",6.85,6.75
"409",2019-03-08,"Gunma",5.5,0
"410",2019-03-08,"Ibaraki",5.56666666666667,0
"411",2019-03-08,"Nagano",2.325,1.125
"412",2019-03-08,"Shizuoka",8.86666666666667,0
"413",2019-03-08,"Tochigi",5.45,0
"414",2019-03-08,"Yamanashi",4.85,0
"415",2019-03-09,"Gunma",7.7,0
"416",2019-03-09,"Ibaraki",8.03333333333333,0
"417",2019-03-09,"Nagano",5.35,0
"418",2019-03-09,"Shizuoka",10.3,0
"419",2019-03-09,"Tochigi",6.95,0
"420",2019-03-09,"Yamanashi",6.05,0
"421",2019-03-10,"Gunma",10.4,7
"422",2019-03-10,"Ibaraki",11.1333333333333,0.5
"423",2019-03-10,"Nagano",7.8,5.375
"424",2019-03-10,"Shizuoka",11.3333333333333,21.8333333333333
"425",2019-03-10,"Tochigi",10.15,2
"426",2019-03-10,"Yamanashi",7.7,15.25
"427",2019-03-11,"Gunma",10.75,26.5
"428",2019-03-11,"Ibaraki",11.5,43
"429",2019-03-11,"Nagano",5.575,20.375
"430",2019-03-11,"Shizuoka",13.2666666666667,6.33333333333333
"431",2019-03-11,"Tochigi",10.85,35.5
"432",2019-03-11,"Yamanashi",7.7,30.25
"433",2019-03-12,"Gunma",12.05,0
"434",2019-03-12,"Ibaraki",10.0333333333333,0
"435",2019-03-12,"Nagano",5.725,0
"436",2019-03-12,"Shizuoka",11.8,0
"437",2019-03-12,"Tochigi",10.3,0.25
"438",2019-03-12,"Yamanashi",7.85,0
"439",2019-03-13,"Gunma",8.85,0
"440",2019-03-13,"Ibaraki",9.56666666666667,0
"441",2019-03-13,"Nagano",3.95,1.5
"442",2019-03-13,"Shizuoka",10,0
"443",2019-03-13,"Tochigi",9.4,0
"444",2019-03-13,"Yamanashi",5.75,0
"445",2019-03-14,"Gunma",6.6,0
"446",2019-03-14,"Ibaraki",7,0
"447",2019-03-14,"Nagano",2.2,1.5
"448",2019-03-14,"Shizuoka",8.23333333333333,0
"449",2019-03-14,"Tochigi",6.7,0
"450",2019-03-14,"Yamanashi",4.05,0
"451",2019-03-15,"Gunma",7.8,0
"452",2019-03-15,"Ibaraki",7.46666666666667,0
"453",2019-03-15,"Nagano",3.925,0
"454",2019-03-15,"Shizuoka",9.1,0
"455",2019-03-15,"Tochigi",7.3,0
"456",2019-03-15,"Yamanashi",5,0
"457",2019-03-16,"Gunma",8,0
"458",2019-03-16,"Ibaraki",7.3,1
"459",2019-03-16,"Nagano",2.8,0.5
"460",2019-03-16,"Shizuoka",10.0333333333333,0
"461",2019-03-16,"Tochigi",7.55,0
"462",2019-03-16,"Yamanashi",4.8,0
"463",2019-03-17,"Gunma",6.35,0
"464",2019-03-17,"Ibaraki",6.16666666666667,0
"465",2019-03-17,"Nagano",1.3,0.375
"466",2019-03-17,"Shizuoka",8.9,0
"467",2019-03-17,"Tochigi",5.7,0
"468",2019-03-17,"Yamanashi",4.3,0
"469",2019-03-18,"Gunma",8.55,0
"470",2019-03-18,"Ibaraki",7.2,0
"471",2019-03-18,"Nagano",5.2,0
"472",2019-03-18,"Shizuoka",9.46666666666667,0
"473",2019-03-18,"Tochigi",7.2,0
"474",2019-03-18,"Yamanashi",5.8,0
"475",2019-03-19,"Gunma",11.3,0
"476",2019-03-19,"Ibaraki",11.6,0
"477",2019-03-19,"Nagano",8.575,0
"478",2019-03-19,"Shizuoka",11.8,0
"479",2019-03-19,"Tochigi",11.2,0
"480",2019-03-19,"Yamanashi",8.7,0
"481",2019-03-20,"Gunma",13.5,0
"482",2019-03-20,"Ibaraki",12.2666666666667,0
"483",2019-03-20,"Nagano",10.65,0
"484",2019-03-20,"Shizuoka",14.4,0
"485",2019-03-20,"Tochigi",13.15,0
"486",2019-03-20,"Yamanashi",10.75,0
"487",2019-03-21,"Gunma",15.35,0
"488",2019-03-21,"Ibaraki",15.5,1.5
"489",2019-03-21,"Nagano",13.45,6
"490",2019-03-21,"Shizuoka",14.9333333333333,6
"491",2019-03-21,"Tochigi",15,0.75
"492",2019-03-21,"Yamanashi",13.1,0.25
"493",2019-03-22,"Gunma",12.5,0
"494",2019-03-22,"Ibaraki",14.3666666666667,0
"495",2019-03-22,"Nagano",8.85,0
"496",2019-03-22,"Shizuoka",16.3333333333333,0
"497",2019-03-22,"Tochigi",14.55,0
"498",2019-03-22,"Yamanashi",13.1,0
"499",2019-03-23,"Gunma",6.35,0
"500",2019-03-23,"Ibaraki",5.56666666666667,0
"501",2019-03-23,"Nagano",2,0
"502",2019-03-23,"Shizuoka",9.56666666666667,0
"503",2019-03-23,"Tochigi",5.9,0
"504",2019-03-23,"Yamanashi",4.6,0.75
"505",2019-03-24,"Gunma",5.6,0
"506",2019-03-24,"Ibaraki",5.73333333333333,0
"507",2019-03-24,"Nagano",2.55,0.125
"508",2019-03-24,"Shizuoka",8.7,0
"509",2019-03-24,"Tochigi",5.65,0
"510",2019-03-24,"Yamanashi",4.5,0
"511",2019-03-25,"Gunma",8,0
"512",2019-03-25,"Ibaraki",7.93333333333333,0
"513",2019-03-25,"Nagano",5.975,0
"514",2019-03-25,"Shizuoka",10.9,0
"515",2019-03-25,"Tochigi",8.45,0
"516",2019-03-25,"Yamanashi",6.65,0
"517",2019-03-26,"Gunma",11,0
"518",2019-03-26,"Ibaraki",10.5666666666667,0
"519",2019-03-26,"Nagano",7.75,1.375
"520",2019-03-26,"Shizuoka",12.2333333333333,0.166666666666667
"521",2019-03-26,"Tochigi",11.25,0
"522",2019-03-26,"Yamanashi",9.45,0
"523",2019-03-27,"Gunma",14.1,0
"524",2019-03-27,"Ibaraki",12.6666666666667,0
"525",2019-03-27,"Nagano",8.8,0
"526",2019-03-27,"Shizuoka",13.3666666666667,0
"527",2019-03-27,"Tochigi",13.75,0
"528",2019-03-27,"Yamanashi",11.55,0
"529",2019-03-28,"Gunma",10.85,0
"530",2019-03-28,"Ibaraki",10.7666666666667,0
"531",2019-03-28,"Nagano",5.75,5.375
"532",2019-03-28,"Shizuoka",15.7333333333333,0
"533",2019-03-28,"Tochigi",11.55,0
"534",2019-03-28,"Yamanashi",11.9,0
"535",2019-03-29,"Gunma",6.8,0
"536",2019-03-29,"Ibaraki",5.9,0
"537",2019-03-29,"Nagano",4.55,0
"538",2019-03-29,"Shizuoka",11.8666666666667,0
"539",2019-03-29,"Tochigi",6.3,0
"540",2019-03-29,"Yamanashi",7.25,0
"541",2019-03-30,"Gunma",5.75,3
"542",2019-03-30,"Ibaraki",7.03333333333333,7
"543",2019-03-30,"Nagano",6.75,5.25
"544",2019-03-30,"Shizuoka",12.5333333333333,4
"545",2019-03-30,"Tochigi",6.95,2.75
"546",2019-03-30,"Yamanashi",9.1,1.25
"547",2019-03-31,"Gunma",9.6,0
"548",2019-03-31,"Ibaraki",7.86666666666667,2.83333333333333
"549",2019-03-31,"Nagano",6.15,1.375
"550",2019-03-31,"Shizuoka",12.1333333333333,0
"551",2019-03-31,"Tochigi",7.95,4.5
"552",2019-03-31,"Yamanashi",8.25,0.5
"553",2019-04-01,"Gunma",8.05,0
"554",2019-04-01,"Ibaraki",7.66666666666667,2.33333333333333
"555",2019-04-01,"Nagano",3.8,0
"556",2019-04-01,"Shizuoka",9.7,0
"557",2019-04-01,"Tochigi",7.05,5.25
"558",2019-04-01,"Yamanashi",4.9,1.25
"559",2019-04-02,"Gunma",6.2,0
"560",2019-04-02,"Ibaraki",6,0
"561",2019-04-02,"Nagano",1.675,0.125
"562",2019-04-02,"Shizuoka",8.76666666666667,0
"563",2019-04-02,"Tochigi",5.55,0
"564",2019-04-02,"Yamanashi",4.5,0
"565",2019-04-03,"Gunma",6,0
"566",2019-04-03,"Ibaraki",5.76666666666667,0
