date,pref,avg_temp,avg_rain
2019-01-19,Yamanashi,2,0
2019-01-20,Gunma,5.15,0
2019-01-20,Ibaraki,5.766666666666667,0
2019-01-20,Nagano,1.25,3.125
2019-01-20,Shizuoka,7.5,0.16666666666666666
2019-01-20,Tochigi,4.7,0
2019-01-20,Yamanashi,2.05,0
2019-01-21,Gunma,3.7,0
2019-01-21,Ibaraki,3.7666666666666666,0
2019-01-21,Nagano,0.275,0.25
2019-01-21,Shizuoka,7.3,0
2019-01-21,Tochigi,3.55,0
2019-01-21,Yamanashi,3.1,0
2019-01-22,Gunma,3.1,0
2019-01-22,Ibaraki,2.933333333333333,0
2019-01-22,Nagano,0.05000000000000002,1.25
2019-01-22,Shizuoka,7.233333333333333,0
2019-01-22,Tochigi,2.25,0
2019-01-22,Yamanashi,1.5,0
2019-01-23,Gunma,4,0
2019-01-23,Ibaraki,4.2,0
2019-01-23,Nagano,0.225,0.125
2019-01-23,Shizuoka,7.566666666666666,0
2019-01-23,Tochigi,2.75,0
2019-01-23,Yamanashi,2.45,0
2019-01-24,Gunma,4.2,0
2019-01-24,Ibaraki,4,0
2019-01-24,Nagano,0.44999999999999996,0.125
2019-01-24,Shizuoka,7.433333333333334,0
2019-01-24,Tochigi,3.7,0
2019-01-24,Yamanashi,3.4,0
2019-01-25,Gunma,4.449999999999999,0
2019-01-25,Ibaraki,2.7,0
2019-01-25,Nagano,-0.825,0
2019-01-25,Shizuoka,6.2,0
2019-01-25,Tochigi,2.55,0
2019-01-25,Yamanashi,0.6000000000000001,0
2019-01-26,Gunma,2.9000000000000004,0
2019-01-26,Ibaraki,2.8666666666666667,0.3333333333333333
2019-01-26,Nagano,-1.1,4.125
2019-01-26,Shizuoka,5.566666666666666,0
2019-01-26,Tochigi,2.95,0
2019-01-26,Yamanashi,0.3999999999999999,0
2019-01-27,Gunma,2.3,0.25
2019-01-27,Ibaraki,2.666666666666667,0
2019-01-27,Nagano,-1.975,0.5
2019-01-27,Shizuoka,4.666666666666667,0
2019-01-27,Tochigi,2.05,0
2019-01-27,Yamanashi,0.9,0
2019-01-28,Gunma,4.3,0
2019-01-28,Ibaraki,4.1,0
2019-01-28,Nagano,-0.3,2
2019-01-28,Shizuoka,6.366666666666667,0
2019-01-28,Tochigi,3.5999999999999996,0
2019-01-28,Yamanashi,1.95,0
2019-01-29,Gunma,4.1,0
2019-01-29,Ibaraki,4.233333333333333,0
2019-01-29,Nagano,-0.375,0.375
2019-01-29,Shizuoka,6.4,0
2019-01-29,Tochigi,4.1,0
2019-01-29,Yamanashi,2.6999999999999997,0
2019-01-30,Gunma,3.55,0
2019-01-30,Ibaraki,3.2333333333333334,0
2019-01-30,Nagano,-0.24999999999999997,0
2019-01-30,Shizuoka,6.5,0
2019-01-30,Tochigi,2.6500000000000004,0
2019-01-30,Yamanashi,1.05,0
2019-01-31,Gunma,5.15,0
2019-01-31,Ibaraki,4.366666666666666,10.333333333333334
2019-01-31,Nagano,0.22499999999999998,2.5
2019-01-31,Shizuoka,6.333333333333333,13.333333333333334
2019-01-31,Tochigi,3.45,6
2019-01-31,Yamanashi,1.7000000000000002,9.25
2019-02-01,Gunma,2.95,0
2019-02-01,Ibaraki,2.566666666666667,0.16666666666666666
2019-02-01,Nagano,-2.2,0
2019-02-01,Shizuoka,5.7,0
2019-02-01,Tochigi,2.45,0
2019-02-01,Yamanashi,0.4500000000000002,0
2019-02-02,Gunma,5.9,0
2019-02-02,Ibaraki,4.9,0
2019-02-02,Nagano,-0.19999999999999996,0
2019-02-02,Shizuoka,6.166666666666666,0
2019-02-02,Tochigi,4.75,0
2019-02-02,Yamanashi,2.1,0
2019-02-03,Gunma,6.9,0
2019-02-03,Ibaraki,7.033333333333333,0
2019-02-03,Nagano,2.55,4.125
2019-02-03,Shizuoka,8.5,10.666666666666666
2019-02-03,Tochigi,6.35,0
2019-02-03,Yamanashi,3.55,0
2019-02-04,Gunma,9.05,0
2019-02-04,Ibaraki,10.633333333333333,0
2019-02-04,Nagano,6.675000000000001,5.25
2019-02-04,Shizuoka,13.7,10.666666666666666
2019-02-04,Tochigi,8.85,0
2019-02-04,Yamanashi,9.149999999999999,4.5
2019-02-05,Gunma,5.75,0
2019-02-05,Ibaraki,5.666666666666667,0
2019-02-05,Nagano,2.525,0
2019-02-05,Shizuoka,8.666666666666666,0
2019-02-05,Tochigi,5.05,0
2019-02-05,Yamanashi,3.25,0
2019-02-06,Gunma,6.25,0
2019-02-06,Ibaraki,6.766666666666667,4.666666666666667
2019-02-06,Nagano,1.775,0.25
2019-02-06,Shizuoka,8.233333333333334,3.8333333333333335
2019-02-06,Tochigi,5.75,0
2019-02-06,Yamanashi,2.2,0
2019-02-07,Gunma,8.95,0
2019-02-07,Ibaraki,7.633333333333333,0
2019-02-07,Nagano,4.075,0
2019-02-07,Shizuoka,11.233333333333333,0
2019-02-07,Tochigi,6.85,0
2019-02-07,Yamanashi,6.05,0
2019-02-08,Gunma,3.4,0
2019-02-08,Ibaraki,3.6666666666666665,0
2019-02-08,Nagano,-0.175,0
2019-02-08,Shizuoka,8.9,0
2019-02-08,Tochigi,3.5999999999999996,0
2019-02-08,Yamanashi,3.6,0
2019-02-09,Gunma,1.15,0
2019-02-09,Ibaraki,0.19999999999999998,1.5
2019-02-09,Nagano,-1.925,0.5
2019-02-09,Shizuoka,6.7,0
2019-02-09,Tochigi,-0.2,1
2019-02-09,Yamanashi,1.2999999999999998,0
2019-02-10,Gunma,2.05,0
2019-02-10,Ibaraki,1.6666666666666667,0.16666666666666666
2019-02-10,Nagano,-1.725,0.125
2019-02-10,Shizuoka,5.833333333333333,0.16666666666666666
2019-02-10,Tochigi,0.7,0
2019-02-10,Yamanashi,1.45,0
2019-02-11,Gunma,2.2,0
2019-02-11,Ibaraki,1.8333333333333333,0.16666666666666666
2019-02-11,Nagano,0.25,0
2019-02-11,Shizuoka,6.733333333333333,0
2019-02-11,Tochigi,1.25,0
2019-02-11,Yamanashi,1.7000000000000002,0
2019-02-12,Gunma,4.45,0
2019-02-12,Ibaraki,4.3,0
2019-02-12,Nagano,0.625,0
2019-02-12,Shizuoka,6.966666666666667,0
2019-02-12,Tochigi,3.15,0
2019-02-12,Yamanashi,4,0
2019-02-13,Gunma,3.9000000000000004,0
2019-02-13,Ibaraki,3.1,0
2019-02-13,Nagano,-0.7250000000000001,0
2019-02-13,Shizuoka,7.433333333333333,0
2019-02-13,Tochigi,3.2,0
2019-02-13,Yamanashi,2.35,0
2019-02-14,Gunma,2.5999999999999996,0
2019-02-14,Ibaraki,2.933333333333333,0
2019-02-14,Nagano,-1.7249999999999999,0
2019-02-14,Shizuoka,5.733333333333333,0
2019-02-14,Tochigi,2.55,0
2019-02-14,Yamanashi,0.7999999999999999,0
2019-02-15,Gunma,1.55,0
2019-02-15,Ibaraki,1.3666666666666667,0
2019-02-15,Nagano,0.19999999999999998,0
2019-02-15,Shizuoka,6.533333333333333,0
2019-02-15,Tochigi,0.95,0
2019-02-15,Yamanashi,2.25,0
2019-02-16,Gunma,4.5,0
2019-02-16,Ibaraki,5.466666666666667,0
2019-02-16,Nagano,2.65,0
2019-02-16,Shizuoka,10.033333333333333,0
2019-02-16,Tochigi,4.95,0
2019-02-16,Yamanashi,5.05,0
2019-02-17,Gunma,4.75,0
2019-02-17,Ibaraki,5.133333333333333,0
2019-02-17,Nagano,0.20000000000000004,0
2019-02-17,Shizuoka,7.833333333333334,0
2019-02-17,Tochigi,4.35,0
2019-02-17,Yamanashi,3.05,0
2019-02-18,Gunma,6.65,0
2019-02-18,Ibaraki,5.3999999999999995,0
2019-02-18,Nagano,1.525,0
2019-02-18,Shizuoka,8.2,0
2019-02-18,Tochigi,5.050000000000001,0
2019-02-18,Yamanashi,3.2,0
2019-02-19,Gunma,7.2,1.25
2019-02-19,Ibaraki,7.833333333333333,3.1666666666666665
2019-02-19,Nagano,4.3999999999999995,10
2019-02-19,Shizuoka,9.299999999999999,15.833333333333334
2019-02-19,Tochigi,6.699999999999999,2.25
2019-02-19,Yamanashi,5.5,6.75
2019-02-20,Gunma,11.850000000000001,0
2019-02-20,Ibaraki,9.700000000000001,3.8333333333333335
2019-02-20,Nagano,8.35,0
2019-02-20,Shizuoka,14.066666666666666,0
2019-02-20,Tochigi,9.65,9.75
2019-02-20,Yamanashi,10.25,0
2019-02-21,Gunma,8.45,0
2019-02-21,Ibaraki,8.233333333333334,0.5
2019-02-21,Nagano,3.975,0
2019-02-21,Shizuoka,10.7,0
2019-02-21,Tochigi,8,0
2019-02-21,Yamanashi,7.449999999999999,0
2019-02-22,Gunma,7.9,0
2019-02-22,Ibaraki,7.066666666666666,0
2019-02-22,Nagano,3.45,0
2019-02-22,Shizuoka,10.633333333333333,0
2019-02-22,Tochigi,6.85,0
2019-02-22,Yamanashi,6.5,0
2019-02-23,Gunma,7.3,0
2019-02-23,Ibaraki,7.1,0
2019-02-23,Nagano,3.075,0
2019-02-23,Shizuoka,10.633333333333333,0.16666666666666666
2019-02-23,Tochigi,6.5,0
2019-02-23,Yamanashi,6.15,0
2019-02-24,Gunma,6.85,0
2019-02-24,Ibaraki,6.1,0
2019-02-24,Nagano,4.075,0
2019-02-24,Shizuoka,9.5,0.3333333333333333
2019-02-24,Tochigi,5.5,0
2019-02-24,Yamanashi,5,0
2019-02-25,Gunma,9.8,0
2019-02-25,Ibaraki,10.533333333333333,0
2019-02-25,Nagano,6.925,0
2019-02-25,Shizuoka,12.533333333333333,3.3333333333333335
2019-02-25,Tochigi,8.649999999999999,0
2019-02-25,Yamanashi,9.25,0
2019-02-26,Gunma,9.3,0
2019-02-26,Ibaraki,8.433333333333334,0
2019-02-26,Nagano,4.8,0
2019-02-26,Shizuoka,11.666666666666666,0
2019-02-26,Tochigi,8.55,0
2019-02-26,Yamanashi,7,0
2019-02-27,Gunma,5.9,0
2019-02-27,Ibaraki,6.5,1.8333333333333333
2019-02-27,Nagano,2.975,0
2019-02-27,Shizuoka,10.466666666666667,0
2019-02-27,Tochigi,5.800000000000001,0
2019-02-27,Yamanashi,5.55,0
2019-02-28,Gunma,6.65,5.25
2019-02-28,Ibaraki,7.3,29.166666666666668
2019-02-28,Nagano,3.9000000000000004,9
2019-02-28,Shizuoka,9.866666666666665,23.166666666666668
2019-02-28,Tochigi,6.45,17.75
2019-02-28,Yamanashi,5.5,21.25
2019-03-01,Gunma,9.45,1
2019-03-01,Ibaraki,8.1,1.3333333333333333
2019-03-01,Nagano,6.199999999999999,0
2019-03-01,Shizuoka,10.9,0.6666666666666666
2019-03-01,Tochigi,8.1,1.5
2019-03-01,Yamanashi,6.75,3.5
2019-03-02,Gunma,8.3,0
2019-03-02,Ibaraki,7.766666666666667,0
2019-03-02,Nagano,4.275,0
2019-03-02,Shizuoka,11,0
2019-03-02,Tochigi,6.85,0
2019-03-02,Yamanashi,6.25,0
2019-03-03,Gunma,5.65,6
2019-03-03,Ibaraki,6.2,6.666666666666667
2019-03-03,Nagano,4.6499999999999995,1.25
2019-03-03,Shizuoka,9.933333333333334,7
2019-03-03,Tochigi,5.699999999999999,7.75
2019-03-03,Yamanashi,5.25,2.25
2019-03-04,Gunma,7.7,19.5
2019-03-04,Ibaraki,7.866666666666666,16.166666666666668
2019-03-04,Nagano,4.425,17.125
2019-03-04,Shizuoka,11,7.333333333333333
2019-03-04,Tochigi,7.05,21
2019-03-04,Yamanashi,6.25,12.5
2019-03-05,Gunma,10.45,0
2019-03-05,Ibaraki,8,0
2019-03-05,Nagano,6.199999999999999,0
2019-03-05,Shizuoka,11.266666666666667,3
2019-03-05,Tochigi,8.4,0
2019-03-05,Yamanashi,7.800000000000001,1
2019-03-06,Gunma,10.25,0.5
2019-03-06,Ibaraki,10.533333333333333,0.3333333333333333
2019-03-06,Nagano,7.925,4.625
2019-03-06,Shizuoka,12.066666666666666,8.666666666666666
2019-03-06,Tochigi,10.149999999999999,0
2019-03-06,Yamanashi,8.95,4.75
2019-03-07,Gunma,8.7,5.5
2019-03-07,Ibaraki,8,12.833333333333334
2019-03-07,Nagano,4.675,7.375
2019-03-07,Shizuoka,11,9.833333333333334
2019-03-07,Tochigi,7.65,10.75
2019-03-07,Yamanashi,6.85,6.75
2019-03-08,Gunma,5.5,0
2019-03-08,Ibaraki,5.566666666666666,0
2019-03-08,Nagano,2.325,1.125
2019-03-08,Shizuoka,8.866666666666667,0
2019-03-08,Tochigi,5.449999999999999,0
2019-03-08,Yamanashi,4.85,0
2019-03-09,Gunma,7.7,0
2019-03-09,Ibaraki,8.033333333333333,0
2019-03-09,Nagano,5.35,0
2019-03-09,Shizuoka,10.3,0
2019-03-09,Tochigi,6.95,0
2019-03-09,Yamanashi,6.050000000000001,0
2019-03-10,Gunma,10.4,7
2019-03-10,Ibaraki,11.133333333333333,0.5
2019-03-10,Nagano,7.8,5.375
2019-03-10,Shizuoka,11.333333333333334,21.833333333333332
2019-03-10,Tochigi,10.149999999999999,2
2019-03-10,Yamanashi,7.7,15.25
2019-03-11,Gunma,10.75,26.5
2019-03-11,Ibaraki,11.5,43
2019-03-11,Nagano,5.575,20.375
2019-03-11,Shizuoka,13.266666666666667,6.333333333333333
2019-03-11,Tochigi,10.85,35.5
2019-03-11,Yamanashi,7.7,30.25
2019-03-12,Gunma,12.05,0
2019-03-12,Ibaraki,10.033333333333333,0
2019-03-12,Nagano,5.725,0
2019-03-12,Shizuoka,11.799999999999999,0
2019-03-12,Tochigi,10.3,0.25
2019-03-12,Yamanashi,7.8500000000000005,0
2019-03-13,Gunma,8.850000000000001,0
2019-03-13,Ibaraki,9.566666666666666,0
2019-03-13,Nagano,3.95,1.5
2019-03-13,Shizuoka,10,0
2019-03-13,Tochigi,9.4,0
2019-03-13,Yamanashi,5.75,0
2019-03-14,Gunma,6.6,0
2019-03-14,Ibaraki,7,0
2019-03-14,Nagano,2.2,1.5
2019-03-14,Shizuoka,8.233333333333333,0
2019-03-14,Tochigi,6.7,0
2019-03-14,Yamanashi,4.05,0
2019-03-15,Gunma,7.8,0
2019-03-15,Ibaraki,7.466666666666667,0
2019-03-15,Nagano,3.925,0
2019-03-15,Shizuoka,9.1,0
2019-03-15,Tochigi,7.3,0
2019-03-15,Yamanashi,5,0
2019-03-16,Gunma,8,0
2019-03-16,Ibaraki,7.3,1
2019-03-16,Nagano,2.8000000000000003,0.5
2019-03-16,Shizuoka,10.033333333333333,0
2019-03-16,Tochigi,7.55,0
2019-03-16,Yamanashi,4.8,0
2019-03-17,Gunma,6.35,0
2019-03-17,Ibaraki,6.166666666666666,0
2019-03-17,Nagano,1.3,0.375
2019-03-17,Shizuoka,8.9,0
2019-03-17,Tochigi,5.699999999999999,0
2019-03-17,Yamanashi,4.3,0
2019-03-18,Gunma,8.55,0
2019-03-18,Ibaraki,7.2,0
2019-03-18,Nagano,5.2,0
2019-03-18,Shizuoka,9.466666666666667,0
2019-03-18,Tochigi,7.2,0
2019-03-18,Yamanashi,5.800000000000001,0
2019-03-19,Gunma,11.3,0
2019-03-19,Ibaraki,11.6,0
2019-03-19,Nagano,8.575,0
2019-03-19,Shizuoka,11.8,0
2019-03-19,Tochigi,11.2,0
2019-03-19,Yamanashi,8.7,0
2019-03-20,Gunma,13.5,0
2019-03-20,Ibaraki,12.266666666666667,0
2019-03-20,Nagano,10.65,0
2019-03-20,Shizuoka,14.4,0
2019-03-20,Tochigi,13.149999999999999,0
2019-03-20,Yamanashi,10.75,0
2019-03-21,Gunma,15.350000000000001,0
2019-03-21,Ibaraki,15.5,1.5
2019-03-21,Nagano,13.45,6
2019-03-21,Shizuoka,14.933333333333334,6
2019-03-21,Tochigi,15,0.75
2019-03-21,Yamanashi,13.1,0.25
2019-03-22,Gunma,12.5,0
2019-03-22,Ibaraki,14.366666666666667,0
2019-03-22,Nagano,8.85,0
2019-03-22,Shizuoka,16.333333333333332,0
2019-03-22,Tochigi,14.55,0
2019-03-22,Yamanashi,13.1,0
2019-03-23,Gunma,6.35,0
2019-03-23,Ibaraki,5.566666666666666,0
2019-03-23,Nagano,2,0
2019-03-23,Shizuoka,9.566666666666666,0
2019-03-23,Tochigi,5.9,0
2019-03-23,Yamanashi,4.6,0.75
2019-03-24,Gunma,5.6,0
2019-03-24,Ibaraki,5.733333333333333,0
2019-03-24,Nagano,2.55,0.125
2019-03-24,Shizuoka,8.7,0
2019-03-24,Tochigi,5.65,0
2019-03-24,Yamanashi,4.5,0
2019-03-25,Gunma,8,0
2019-03-25,Ibaraki,7.933333333333333,0
2019-03-25,Nagano,5.975,0
2019-03-25,Shizuoka,10.9,0
2019-03-25,Tochigi,8.45,0
2019-03-25,Yamanashi,6.65,0
2019-03-26,Gunma,11,0
2019-03-26,Ibaraki,10.566666666666666,0
2019-03-26,Nagano,7.75,1.375
2019-03-26,Shizuoka,12.233333333333334,0.16666666666666666
2019-03-26,Tochigi,11.25,0
2019-03-26,Yamanashi,9.45,0
2019-03-27,Gunma,14.1,0
2019-03-27,Ibaraki,12.666666666666666,0
2019-03-27,Nagano,8.8,0
2019-03-27,Shizuoka,13.366666666666667,0
2019-03-27,Tochigi,13.75,0
2019-03-27,Yamanashi,11.55,0
2019-03-28,Gunma,10.85,0
2019-03-28,Ibaraki,10.766666666666666,0
2019-03-28,Nagano,5.75,5.375
2019-03-28,Shizuoka,15.733333333333333,0
2019-03-28,Tochigi,11.55,0
2019-03-28,Yamanashi,11.9,0
2019-03-29,Gunma,6.8,0
2019-03-29,Ibaraki,5.9,0
2019-03-29,Nagano,4.55,0
2019-03-29,Shizuoka,11.866666666666667,0
2019-03-29,Tochigi,6.3,0
2019-03-29,Yamanashi,7.25,0
2019-03-30,Gunma,5.75,3
2019-03-30,Ibaraki,7.033333333333333,7
2019-03-30,Nagano,6.75,5.25
2019-03-30,Shizuoka,12.533333333333333,4
2019-03-30,Tochigi,6.95,2.75
2019-03-30,Yamanashi,9.100000000000001,1.25
2019-03-31,Gunma,9.600000000000001,0
2019-03-31,Ibaraki,7.866666666666667,2.8333333333333335
2019-03-31,Nagano,6.15,1.375
2019-03-31,Shizuoka,12.133333333333333,0
2019-03-31,Tochigi,7.95,4.5
2019-03-31,Yamanashi,8.25,0.5
2019-04-01,Gunma,8.05,0
2019-04-01,Ibaraki,7.666666666666667,2.3333333333333335
2019-04-01,Nagano,3.8,0
2019-04-01,Shizuoka,9.7,0
2019-04-01,Tochigi,7.05,5.25
2019-04-01,Yamanashi,4.9,1.25
2019-04-02,Gunma,6.2,0
2019-04-02,Ibaraki,6,0
2019-04-02,Nagano,1.675,0.125
2019-04-02,Shizuoka,8.766666666666666,0
2019-04-02,Tochigi,5.55,0
2019-04-02,Yamanashi,4.5,0
2019-04-03,Gunma,6,0
2019-04-03,Ibaraki,5.766666666666667,0
2019-04-03,Nagano,2.45,0
2019-04-03,Shizuoka,8.6,0
2019-04-03,Tochigi,5.4,0
2019-04-03,Yamanashi,4.6,0
2019-04-04,Gunma,9.899999999999999,0
2019-04-04,Ibaraki,9.233333333333333,0
2019-04-04,Nagano,5.875,0
2019-04-04,Shizuoka,10.633333333333333,0
2019-04-04,Tochigi,8.850000000000001,0
2019-04-04,Yamanashi,6.949999999999999,0
2019-04-05,Gunma,14.600000000000001,0
2019-04-05,Ibaraki,13.833333333333334,0
2019-04-05,Nagano,11.45,0.125
2019-04-05,Shizuoka,14.733333333333333,0
2019-04-05,Tochigi,13.35,0
2019-04-05,Yamanashi,11.649999999999999,0
2019-04-06,Gunma,14.25,0
2019-04-06,Ibaraki,14.566666666666666,0
2019-04-06,Nagano,10.85,0
2019-04-06,Shizuoka,17.266666666666666,0
2019-04-06,Tochigi,14.95,0
2019-04-06,Yamanashi,13.95,0
2019-04-07,Gunma,14.100000000000001,0
2019-04-07,Ibaraki,13.666666666666666,0
2019-04-07,Nagano,10.7,0
2019-04-07,Shizuoka,17.46666666666667,0
2019-04-07,Tochigi,14.25,0
2019-04-07,Yamanashi,13.3,0
2019-04-08,Gunma,9.3,1.25
2019-04-08,Ibaraki,8.366666666666667,0.6666666666666666
2019-04-08,Nagano,8.7,1
2019-04-08,Shizuoka,14.066666666666666,7.5
2019-04-08,Tochigi,9.100000000000001,3.25
2019-04-08,Yamanashi,10.1,2.5
2019-04-09,Gunma,9.05,0
2019-04-09,Ibaraki,8.6,0
2019-04-09,Nagano,6.65,0.625
2019-04-09,Shizuoka,12.466666666666667,0
2019-04-09,Tochigi,8.5,0
2019-04-09,Yamanashi,9,0
2019-04-10,Gunma,3.25,19.5
2019-04-10,Ibaraki,5.366666666666667,19.333333333333332
2019-04-10,Nagano,2.375,24.625
2019-04-10,Shizuoka,9.1,37.666666666666664
2019-04-10,Tochigi,3.85,25.5
2019-04-10,Yamanashi,2.6,32.75
2019-04-11,Gunma,8.8,1
2019-04-11,Ibaraki,8.433333333333334,5.833333333333333
2019-04-11,Nagano,5.125,0.5
2019-04-11,Shizuoka,12.7,0.16666666666666666
2019-04-11,Tochigi,9.05,3.25
2019-04-11,Yamanashi,7.3500000000000005,0
2019-04-12,Gunma,8.55,0
2019-04-12,Ibaraki,7.766666666666667,0
2019-04-12,Nagano,5.125,0
2019-04-12,Shizuoka,9.799999999999999,3.1666666666666665
2019-04-12,Tochigi,8.35,0
2019-04-12,Yamanashi,5.6000000000000005,0
2019-04-13,Gunma,11.25,0
2019-04-13,Ibaraki,10.366666666666667,0
2019-04-13,Nagano,7.875,0
2019-04-13,Shizuoka,11.8,0
2019-04-13,Tochigi,10.7,0
2019-04-13,Yamanashi,7.75,0
2019-04-14,Gunma,13.55,0
2019-04-14,Ibaraki,13.200000000000001,4.333333333333333
2019-04-14,Nagano,10.825,4.375
2019-04-14,Shizuoka,13.6,6.666666666666667
2019-04-14,Tochigi,12.75,0.5
2019-04-14,Yamanashi,10.7,0.5
2019-04-15,Gunma,14.600000000000001,0
2019-04-15,Ibaraki,14.933333333333334,13.833333333333334
2019-04-15,Nagano,10.225,2.875
2019-04-15,Shizuoka,15.533333333333333,9.333333333333334
2019-04-15,Tochigi,14.649999999999999,4
2019-04-15,Yamanashi,11.850000000000001,3.25
2019-04-16,Gunma,15.3,0
2019-04-16,Ibaraki,12.866666666666667,0
2019-04-16,Nagano,10.575,0
2019-04-16,Shizuoka,14.466666666666667,0
2019-04-16,Tochigi,13.8,0
2019-04-16,Yamanashi,11.2,0
2019-04-17,Gunma,14.5,0
2019-04-17,Ibaraki,13.7,0
